index,tweet,label,predicted_language
18220,"भाजपा के स्टार प्रचारकों की तरह शाह ने भी हरीश रावत को निशाने पर लिया और उनके बारे में एक ऐसी विवादित टिप्पणी कर दी, जिससे कांग्रेस और हरीश रावत दोनों गुस्से में हैं।

https://t.co/6tyNVMrZJr

#UttarakhandElections2022 #HarishRawat #amitshah #uttarakhandnews #dehradunnews",0,4
18221,जैसा मैंने prediction किया था 19 तक आते आते उत्तरप्रदेश पूरी तरह योगी के पक्ष में हो जाएगा। यह पहले ही हो गया। योगी उत्तर प्रदेश के अगले CM हैं। #UttarakhandElections2022,0,4
18225,"माननीय निर्वाचन आयोग के निर्देशन पर निष्पक्ष और शांतिपूर्ण चुनाव कराने के उद्देश्य से @Uppolice और @himachalpolice  के अधिकारियों सहित प्रदेश के सीमावर्ती जनपद व परिक्षेत्र प्रभारियों के साथ वीडियो कान्फ्रेसिंग से समन्वय बैठक की।
#UttarakhandPolice #UttarakhandElections2022 https://t.co/oF2zrq92s7",0,4
18226,"बड़ी खबर - पुर्व सीएम @tsrawatbjp त्रिवेन्द्र सिंह रावत ने आगामी विधानसभा चुनाव नहीं लड़ने की जताई है इच्छा। हाईकमान को लिखा खत।

#TrivendraSinghRawat #UttarakhandElections2022 https://t.co/ECyxSm2t7J",0,4
18227,"‘देवभूमि के इस्लामीकरण के खिलाफ अंतिम साँस तक लड़ूँगा’: मुस्लिम विश्वविद्यालय के विरोध पर BJP नेता के खिलाफ चुनाव आयोग पहुँची कॉन्ग्रेस

#UttarakhandElections2022 #Congress #BJP 
 https://t.co/BT392ucV1w",1,4
18229,"यूपी चुनाव 2022: बीजेपी के मंत्री का आरोप- 'अखिलेश यादव के साथ मेरी फोटो एडिटेड है'... #UttarakhandElections2022 #MLA2022 #AkhileshYadav 
https://t.co/CZP6CWQz6z",0,4
18230,"#UttarKashi में #JPNadda की हुंंकार रैली, जन धन खाते खुलवाने का प्रधानमंत्री नरेंद्र मोदी ने जो निश्चिय किया आज उससे देश में 45 करोड़ जन धन खाते हैं-@JPNadda | #UttarakhandElections2022 | @BJP4UK | #News1India https://t.co/eLlODhTLp4",0,4
18231,"जलपान से पहले वोट 
#Vote4BJP 
#UttarakhandElections2022 
@BJP4India https://t.co/bO7Z71Pcc6",0,4
18232,"उत्तराखंड में बर्फबारी से नहीं रुकेगा मतदान..तैयार हैं हेलीकॉप्टर, जैसीबी और कटर मशीन
#UttarakhandElections2022 #Uttarakhand #WeatherUpdate 
https://t.co/EaCCFjfiz7",0,4
18234,"यूपी में संपन्न हुआ दूसरे चरण का मतदान, अमरोहा में सबसे ज्यादा पोलिंग: गोवा में ली गई AI की मदद, उत्तराखंड में 100 साल का वोटर सम्मानित

#UttarPradeshElections2022 #UttarakhandElections2022 #GoaElections2022

https://t.co/oAyYhrPlzd",0,4
18237,"प्रदेश में कोरोना संक्रमण में गिरावट आने पर शासन ने भी राजनीतिक दलों को राहत दी है।

https://t.co/zXSSEyNsCI

#Elections2022 #UttarakhandElections2022",0,4
18238,"#भीमताल विधानसभा में सड़क से 4 किलोमीटर पैदल दूरी पर स्थित मतदान केंद्र में तैनात एक मतदान कर्मी को आया हृदयाघात, प्रशासन एअरलिफ्ट करने के कर रहा प्रयास।
@ECISVEEP @UttarakhandCEO #VoteDegaUttarakhand #UttarakhandElections2022",0,4
18239,"यूपी में तीसरे मरहले की वोटिंग की तैयारी

#UPElection2022 | #UttarPradeshElections | #UttarakhandElections2022 | #Zeesalaamtweet https://t.co/8NlOWxhKyi",0,4
18240,"#NewsAlert: उत्तराखंड विधानसभा चुनाव के लिए #Congress ने जारी की कैंडिडेट की लिस्ट, रामनगर से चुनाव लड़ेंगे पूर्व मुख्यमंत्री #HarishRawat

#UttarakhandElections2022 @harishrawatcmuk @INCIndia #Ramnagar https://t.co/wB6Av51kZ0",0,4
18241,"#Uttarakhand : उत्तराखंड में आज सुबह 8 से शाम 6 बजे तक 70 सीटों पर होगी वोटिंग |
#UttarakhandElections2022 #ElectionsWithKnews #Elections2022 #UttarakhandElections",0,4
18242,"लखीमपुर पहुचे टिकैत, सरकार पर साधा निशाना, कहा- हिजाब नहीं हिसाब होगा
#Lakhimpur @AjayLalluINC @DrLaxman_Yadav @yadavakhilesh @shivpalsinghyad @RakeshTikaitBKU #UttarakhandElections2022 @BJP4UP #UttarPradesh 

https://t.co/rplLE4tJG6",1,4
18246,"उत्तराखंड में आज 70 विधानसभा सीटों पर मतदान जारी 
पढ़ें ताज़ा अपडेट्स: https://t.co/4Jpwhd78kk
#UttarakhandElections2022 #Uttarakhand",0,4
18247,"#BadiKhabar
इस वक़्त की बड़ी ख़बर

#News #Headlines #Elections #EC 
@PrashantChurhe #UPElections2022 #PunjabElections2022 #GoaElections2022 #ManipurElections2022 #UttarakhandElections2022 https://t.co/cQ73RsqdbG",0,4
18248,"#UttarakhandKeSawal : वादों की सियासत पर दिया आप प्रवक्ता दीपक पांडेय ने अपना बयान।

Full Debate :  https://t.co/SxLrHbHeK6

Link : https://t.co/VNgT6EIBLM

#UttarakhandElections2022 #Uttarakhand #Update",0,4
18250,"हरीश रावत ने मुख्यमंत्री पुष्कर सिंह धामी के मुंगेरीलाल के हसीन सपने देखने वाले बयान पर चुटकी ली है. @harishrawatcmuk @BJP4UK #UttarakhandElections2022 #उत्तराखंड 

https://t.co/b932l5zbBt",0,4
18251,"मेरु प्यारु पहाड़, नेताओं न खोयली, रयुं बच्यूं निभार्गी दारुन खोयाली।
उत्तराखड की राजनीति पर भाई रोहित चौहान का एक बेहद सुन्दर गीत, अवश्य सुनें। 

https://t.co/Dhc2UnWDcV

#Uttarakhand #UttarakhandElections2022 #UttarakhandElections #Uttarakhandnews",0,4
18253,"हमने उरी और पुलवामा से पूरी दुनिया को ये संदेश दे दिया है कि भारत के अंदर वह ताक़त है कि हम इस पार भी मार सकते हैं और ज़रूरत पड़ी तो उस पार भी मार सकते हैं: रक्षा मंत्री राजनाथ सिंह,रामनगर,उत्तराखंड #defenceminister #rajnathsingh #ramnagar #uttarakhand #UttarakhandElections2022 https://t.co/Bonxlw5bZE",0,4
18254,"हरक सिंह रावत और कांग्रेस के बीच अभी भी बातचीत चल रही है। सकारात्मक नतीजे 
आने की उम्मीद है।
#UttarakhandElections2022",0,4
18255,"इतने असंवेदनशील प्रधानमंत्री भगवान इस देश को कभी न दे ,बोम ब्लास्ट को राजनीति से जोड़ कर शर्म की सारी मर्यादा ही पर करदी 
@INCIndia @RahulGandhi @rssurjewala @yadavakhilesh 
#UttarakhandElections2022 https://t.co/YxVvKrlKuq",1,4
18257,"Assembly Elections: यूपी में 60 फीसदी और उत्तरखंड में 59 प्रतिशत वोटिंग, शाम 5 बजे तक गोवा 75 फीसदी वोटिंग से साथ टॉप पर 

#UPElections2022 #GoaElections #UttarakhandElections2022 

https://t.co/Qbt1n6y7oO",0,4
18259,"उत्तराखंड चुनाव संबंधी महत्वपूर्ण डेटा
#UttarakhandElections2022 https://t.co/kznCRM3Lta",0,4
18260,अल्मोड़ा में पीएम @narendramodi की रैली | #UttarakhandElections2022 #ATLivestream  https://t.co/Abr9AtuPZ4,0,4
18261,"जो लोग राम को काल्पनिक कहते थे, जन्मभूमि को बनाने में रोड़े अटकाते थे, वो आजकल जहां जाते हैं चंदन लगाकर घंटी बजाते हैं फिर जाकर गंगा आरती करते हैं:श्री #JPNadda 
.
#UttarPradeshElections #UttarPradeshElections2022 #UttarPradesh #UttarPradeshElection2022 #UttarakhandElections2022",0,4
18262,"#UttarakhandElections चुनाव के लिए #BJP ने जारी की 59 उम्मीदवारों की पहली सूची, CM #PushkarSinghDhami खटीमा से लड़ेंगे चुनाव   
#UttarakhandElections2022 
https://t.co/8whMNmgG2Q",0,4
18263,"ना थके कभी पैर, ना कभी हिम्मत हारी है, 
ये जीवन निस्वार्थ सेवा के लिए, इसलिए अभी भी सफर जारी हैं।
#UttarakhandElections2022
#UttarakhandWithBJP https://t.co/wdUoE7OMc9",0,4
18265,"उत्तर प्रदेश में दोपहर एक बजे तक 39.07% हुआ मतदान 

शाहजहांपुर-दोपहर एक बजे तक 35.47 फीसदी मतदान, बरेली-दोपहर एक बजे तक 39.41 % मतदान, संभल-दोपहर एक बजे तक 38.01 % मतदान...
#UPElections #UttarakhandElections2022 https://t.co/1W6C11egUi",0,4
18266,"2022 उत्तराखण्ड विधानसभा चुनाव में लड़ रहे उम्मीदवारों की पृष्ठभूमि का विवरण जानने के लिए कृपया https://t.co/33hviSq7WP पर जाएं। आप एडीआर का MyNeta ऐप भी डाउनलोड कर सकते हैं : https://t.co/UzOZ8O7QeH.

https://t.co/7ABuVruX33

#UttarakhandElections2022   #MeraVoteMeraUttarakhand",0,4
18267,"Breaking : हरिद्वार की ज्वालापुर विदानसभा में हरीश रावत ने किया जनसंपर्क

#UttarakhandElections2022 #NewsIndia24x7 

@harishrawatcmuk @INCIndia https://t.co/oz9mGA78oM",0,4
18268,"#Uttarakhand: भाजपा के राष्ट्रीय अध्यक्ष जेपी नड्डा ने बागेश्वर में बाबा बागनाथ मंदिर का दौरा किया और पूजा-अर्चना की।
@JPNadda @BJP4India @BJP4UK #UttarakhandElections2022 #News1IndiaTweet https://t.co/lZpTjrsBee",0,4
18269,"AAP ईमानदार पार्टी है, Congress-BJP भ्रष्ट पार्टी है : @ArvindKejriwal 

#UttarakhandElections2022 @amitpandayjourn https://t.co/CH8EWFS9bJ",1,4
18270,"भाजपा दावे नहीं कर रही है। दावे वो लोग करते हैं जो झूठ की राजनीति करते हैं। उत्तर प्रदेश में 70 साल में जो काम नहीं हुए हैं वो पिछले 5 साल में हुए हैं। हम गोरखपुर मंडल की सभी 9 सीटें जीतेंगे: गोरखपुर से बीजेपी सांसद @ravikishann
#UttarakhandElections2022 https://t.co/7wMGMu3M2e",0,4
18272,"पूर्व मुख्यमंत्री भुवनचंद्र खंडूरी की बेटी रितु खंडूरी को कोटद्वार से, पूर्व मुख्यमंत्री विजय बहुगुणा के पुत्र सौरभ बहुगुणा को सितारगंज, पूर्व कैबिनेट मंत्री दिवंगत प्रकाश पंत की पत्नी चंद्रा पंत को पिथौरागढ़, 

#Uttarakhand #UttarakhandElections2022",0,4
18273,"चुनाव खत्म हो गया अब कलम उठेगी सत्ता के हर गलत कार्य हर गलत नीति के विरुद्ध। सत्ता पर कोई भी बैठा होगा हम जनमुद्दों की बात करेंगे। राजनीति नही राज्यनीति की बात करेंगे। 
#Election2022 
#UttarakhandElections2022 
#Uttarakhand 
@ravishndtv @kunalkamra88",0,4
18274,"देवभूमि में यूनिफॉर्म सिविल कोड लागू कराने के लिए मतदान करें

उत्तराखंड की पुकार, डबल इंजन की सरकार... 
#UttarakhandElections2022 
#UttarakhandWithBJP https://t.co/oyRxvkCTYz",0,4
18276,@UKD4Uttarakhand को आत्ममंथन करना चाहिए....आखिर क्या गलती या कहां वो पिछड़ रहे हैं कि #UttarakhandElections2022 के दौरान उनका नाम तक नहीं लिया जा रहा? https://t.co/tYzzWeVQE4,0,4
18277,"उत्तराखंड चुनाव: हरक सिंह रावत ने थामा कांग्रेस का हाथ, भाजपा ने किया था निष्कासित 
#Uttarakhand #UttarakhandElections2022 #congress #HarakSinghRawat #BJP
https://t.co/Aa6X1gb0U1",0,4
18278,"#Mainpuri
करहल विधानसभा के जसवंतपुर में पुनर्मतदान जारी,  
बूथ नंबर 266 पर 11 बजे तक 36.38 प्रतिशत मतदान, 
पोलिंग बूथ पर कुल 1113 लोगों को करना है मतदान.
#UttarakhandElections2022 #NTTVNews",0,4
18279,"उत्तराखंड में 22 पर्चे निरस्त, किस सीट से कितने उम्मीदवार लड़ रहे हैं चुनाव... #Uttarakhand #UttarakhandElections2022 #UttaraKhandElection  
https://t.co/XkDblojsWZ",0,4
18280,"अयोध्या में राम मंदिर निर्माण का मुद्दा अन्य मुद्दों में से एक प्रतीत हो रहा है।

@myogiadityanath @yadavakhilesh 
#Ayodhya #UttarPradesh #elections #UttarakhandElections2022 https://t.co/D6IIdblqoa",0,4
18281,"#UttarPradesh | पीएम किसान निधि और कुछ पेंशन का पैसा निकालने के लिए सीतापुर के बिसवां में एक सरकारी बैंक के बाहर लगी ग्रामीणों की लंबी कतार

#COVID19 #Elections2022 #UttarakhandElections2022 https://t.co/POmhJ4dOxR",0,4
18282,"#Uttarakhand: कितने आश्चर्य की बात है, #उत्तराखंड के रोडवेज कर्मियों को  तीन महीने से वेतन नहीं मिला है और चुनाव के माहौल में एक ने भी इस मुद्दे को नहीं उठाया और कुछ एक्सपर्ट्स का तो कहने ही क्या?

 #Uttarakhandnews #UttarakhandElections2022 https://t.co/DCyFzkwgBp",0,4
18283,"यूपी के सीएम योगी आदित्यनाथ ने कहा- व्यक्तिगत आस्था को देश में लागू नहीं कर सकते। 

#ElectionWithNN #NewsNationTV #UttarPradeshElections2022 #UttarakhandElections2022 #GoaElections2022 #GoVoteUP_Phase2   @myogiadityanath @BJP4UP https://t.co/IWoEWMeix6",0,4
18285,"अमित शाह जी अगर मुझे कुत्ता भी कह देते तो वो अपनी संस्कृति का पालन कर रहे हैं, मेरे लिए तो वो हमेशा आदरणीय रहेंगे': @harishrawatcmuk 
@IYCUttarakhand
#UttarakhandElections2022 https://t.co/VbDBfNr4al",1,4
18286,"लखनऊ से LIVE
जनता के बीच मौजूद शख्स ने लगाया 'जय बुल्डोज़र' का नारा

#News18TargetMahaPoll  #ElectionsWithNews18 #UPElection2022  #PunjabElections2022 #UttarakhandElections2022 @KishoreAjwani @prateektv https://t.co/our5WlW4J0",0,4
18287,"आ रहा हूँ
10 मार्च को
अंधेरा छँटेगा #Panjab 
#UPElections2022 #Goa #Manipur #UttarakhandElections2022  कमल खिलेगा #BJP https://t.co/Bs3iJiD7Zs",0,4
18288,"उत्तरप्रदेश दउरा म CM भूपेश बघेल | प्रयागराज के 2 विधानसभा म करिन प्रचार | #UPElection2022

| @bhupeshbaghel | @INCChhattisgarh | @ChhattisgarhCMO | #UttarakhandElections2022 | #Election2022 | #election | 

फॉलो करें:  @jyotisingh10101 

https://t.co/iwYUuDiLxl",0,4
18289,"यूपी, उत्तराखंड और गोवा में मतदान जारी, धामी-रावत-सावंत समेत कई दिग्गजों की किस्मत दांव पर 

#UPElections2022 #GoaElections2022 #UttarakhandElections2022 https://t.co/5GuKemuBJY",0,4
18290,"#JUSTIN | सब लोग 100% मतदान के लिए आएं, प्रात: काल सबको सबसे पहले मतदान करना है और फिर जलपान करना है: उत्तराखंड के मुख्यमंत्री @pushkardhami 

#UttarakhandElections2022 https://t.co/6hjNGVmQu8",0,4
18291,"सरकार में या विपक्ष। 😁🤣

#UttarakhandElections2022 #Uttarakhand https://t.co/zuGqGHV95O",0,4
18292,"उत्तराखंड के पूर्व कांग्रेस अध्यक्ष किशोर उपाध्याय को ""पार्टी विरोधी गतिविधियों"" के लिए 6 साल के लिए पार्टी से निष्कासित किया गया है। आज बीजेपी कर सकते हैं ज्‍वाइन। 

#UttarakhandElections2022 #KishoreUpadhyaya #Congress https://t.co/nS5dL4sz6g https://t.co/RUgOWnjeaV",0,4
18293,आम आदमी पार्टी(AAP) के मुख्यमंत्री उम्मीदवार रिटायर्ड कर्नल अजय कोठियाल ने उत्तरकाशी में एक पोलिंग बूथ पर मतदान किया।  #UttarakhandElections2022 https://t.co/lnyCakVU1L,0,4
18294,"उत्तराखंड की सियासत के मैदान हर बार फिसड्डी रहने वाले छोटे दल वर्चुअल दुनिया में भी पिछड़े हुए हैं। 

https://t.co/1QNUD4XJr6

#BSP #sp #UttarakhandElections2022 #Election2022",0,4
18295,"भाजपा के वरिष्ठ नेता व पूर्व राज्य मंत्री
जगवीर सिंह भंडारी ने थामा कांग्रेस का दामन।
#UttarakhandElections2022
#ukpolitics22 https://t.co/ut2T88kkj9",0,4
18297,"ये कोई लाश नहीं ढो रहे, पहाड़ के लोगों की नियति है. चुनाव सिर पर है, मजाल कोई नेता इन मुद्दों पर बात करें. सच तो ये है कि हमें नेताओं के कोरी घोषणाओं ने अपाहिज बना दिया.
#UttarakhandElections2022 @pahadinaari https://t.co/0jXvDHlMHd",0,4
18299,"#ChunaviMoodOnABP: उत्तराखंड को लेकर सर्वे की बड़ी बातें

@romanaisarkhan @Sheerin_sherry

कौन बनेगा मुख्यमंत्री - https://t.co/GE1l0Volk8

#KBM2022 #KaunBanegaMukhyaMantri #UttaraKhandElections2022 #CVoterSurvey https://t.co/llz0fa4xI3",0,4
18301,"सभी प्रत्याशियों को हार्दिक बधाई एवं शुभकामनाएं!

#UttarakhandElections2022 https://t.co/kDBtTDY2X2",0,4
18302,"चमोली में चुनाव प्रचार के लिए बैनर, पोस्टर, पैम्पलेट की लेनी होगी अनुमति
https://t.co/AyDJV9jvGy
#Election2022 
#UttarakhandElections2022",0,4
18304,"#BJP के समर्थन में प्रसिद्ध बॉलीवुड गायक @JubinNautiyal कल खटीमा पहुंचेंगे, सीएम पुष्कर सिंह धामी ने ट्वीट किया वीडियो।   

#Uttarakhand @pushkardhami @BJP4UK #UttarakhandElections2022 https://t.co/TyuL8xacUe",0,4
18305,#Uttarakhand विधानसभा चुनाव के लिए #Congress नेता #HarishRawat ने लालकुआं विधानसभा क्षेत्र से अपना नामांकन दाखिल किया। #UttarakhandElections2022| #News1India https://t.co/aAwdhn4H3H,0,4
18307,"फैसला ताबड तोड़ l
दमदार मुख्यमंत्री 

Welldone @pushkardhami ji ❤🙏🏻

#Uttarakhand 
#UttarakhandElections2022",0,4
18308,"जन की बात ओपिनियन पोल: 40% वोट शेयर के साथ उत्तराखंड में फिर से BJP की सरकार, कांग्रेस की सीटें भी बढ़ेंगी

#BJP | #Congress | #UttarakhandElections2022 | #Uttarakhand  | #OpinionPoll

https://t.co/WFYSVQIRup",0,4
18309,"WATCH | चुनावी राज्यों का कोरोना रिपोर्ट कार्ड

रूबिका लियाकत (@RubikaLiyaquat) के साथ 

मास्टर स्ट्रोक - https://t.co/smwhXURgtc | 

#MasterStrokeOnABP #AssemblyElections2022 #UPElections2022 #PunjabElections2022 #UttarakhandElections2022 #COVID19 https://t.co/2P5Ijvjupb",0,4
18310,"अब बताइये इससे ज्यादा मोदी जी क्या करेंगे?'
@pushkardhami @AjaybhattBJP4UK 
@vskuttarakhand
#UttarakhandElections2022 #Uttarakhand #JanMan #PMModi #UttarakhandChunav #PrernaMedia https://t.co/2g22QjSJvn",0,4
18311,सभी से निवेदन है आप भी अपनी मतदान सूचना पर्ची अपने बीएलओ से प्राप्त करे और महापर्व में सहभागी बने। #UttarakhandElections2022,0,4
18312,"अगर आज हम देश के लिए गोली खाने वाले @ColAjayKothiyal का साथ नहीं देंगे तो हम अपने आप को कभी माफ नहीं कर पाएंगे।

- AAP MP @SanjayAzadSln #UttarakhandElections2022 https://t.co/7nrYBaFQ5z",0,4
18316,"भारत के इतिहास में शायद पहली बार ऐसा हुआ..

कि D. M, S.D.M., और सरकारी कर्मचारियों की गाड़ी जनता चेक कर रही है..

#उत्तरप्रदेश #आज़मगढ़ 
#UttarakhandElections2022 #UttarPradesh #Azamgarh",0,4
18317,"प्रदेश में आगामी विधानसभा चुनाव के लिए नामांकन आज शुक्रवार से शुरू होने जा रहे हैं। 

https://t.co/qk8NQW4cPv

#Election2022 #UttarakhandElections2022",0,4
18318,"गले में BJP का पटका डाल CM धामी ने डाला वोट, कांग्रेस ने बताया आचार संहिता का उल्लंघन https://t.co/wVuD4Le0do @pushkardhami @harishrawatcmuk @UKGaneshGodiyal @INCUttarakhand @BJP4UK #UttarakhandElections2022",0,4
18320,"मुख्य चुनाव आयुक्त ने कहा- राजनीतिक दलों को अपनी वेबसाइट पर प्रत्याशी के ख़िलाफ़ लंबित आपराधिक मामलों की जानकारी देनी होगी और उसे टिकट देने का कारण बताना होगा  

#UPElections2022 #PunjabElections2022 #GoaElections2022 #ManipurElections2022 #UttarakhandElections2022 #EC https://t.co/TzrOi6wbhU",0,4
18323,"क्या #EVM में लोचा है? 

#UttarakhandElections2022 #UttarPradeshElections #resultswithindianews #ElectionResults #BJP योगी सरकार उत्तर प्रदेश",0,4
18326,"हरदोई में रैली करने जा रहीं @priyankagandhi से रास्ते में भाजपा के लोगों ने मांगा घोषणा पत्र। लड़की हूं लड़ सकती हूं अभियान की प्रचार सामग्री और ली सेल्फी। 
#UttarakhandElections2022 https://t.co/dFHzzwWown",0,4
18328,"उत्तरकाशी: पूर्व विधायक विजयपाल सजवाण ने विधानसभा चुनाव के लिए भरा नामांकन पत्र, बताई प्राथमिकताएं 
@vpsajwan 
@UttarakhandCEO
#UttarakhandElections2022
#AssemblyElections2022

https://t.co/QT1TIcWu0i",0,4
18329,"यूनिफार्म सिविल कोड की करो तैयारी...! आ रहे हैं भगवाधारी।। #भाजपा_का_संकल्प
#UttarakhandElections2022 
@BJP4UK
@pushkardhami",0,4
18330,उत्तराखंड विधानसभा चुनाव: मतदान शुरू होते ही लोगों में दिखा उत्साह https://t.co/h2kB9aOXqi via @newspostonair #UttarakhandElections2022,0,4
18331,"उत्तर प्रदेश में दोपहर 1 बजे तक 39%, उत्तराखंड में 35%, गोवा में 44% मतदान
#GoaElections2022 #UttarakhandElections2022 #UttarakhandElections2022 
https://t.co/ogtdKafHrU",0,4
18333,"#Elections2022 | गोवा विधानसभा चुनाव और उत्तर प्रदेश विधानसभा चुनाव के दूसरे चरण के लिए मतदान शुरू, UP की 55 और गोवा की 40 विधानसभा सीटों पर आज मतदान, उत्तराखंड विधानसभा चुनाव के लिए मतदान सुबह 8 बजे से शुरू होंगे।   
#UttarakhandElections2022 #UPElections2022 #GoaElections2022",0,4
18334,"चुनाव से पहले हरीश रावत ने कांग्रेस से जताई नाराजगी, कांग्रेस संगठन पर उठाए सवाए - पढ़िए क्या है पूरा मामला 

#Uttarakhand | #HarishRawat | #UttarakhandElections2022 

https://t.co/a4Vlnc7HkQ",0,4
18336,"उत्तराखंड में चुनाव से पहले BJP को लगा झटका, भारत निर्वाचन आयोग ने भेजा नोटिस
#UttarakhandElections2022 #Uttarakhand #ElectionCommissionOfIndia #BJP 
https://t.co/H1JDAwwrcV",0,4
18337,"#UttarakhandKeSawal : उत्तराखंड में आर-पार की लड़ाई, चुनावी जंग में कौन किसके साथ ? देखिए पूरी Debate इंडिया वॉयस पर @shankargaurigs के साथ।

#Elections2022 #UttarakhandElections2022 #Politics #Uttarakhandupdate https://t.co/Rh2I9y42ze",0,4
18338,"""राष्ट्रहित सर्वोपरि है,राष्ट्रधर्म सर्वोपरि हैं""
भारतीय जनता पार्टी के उम्मीदवारों को वोट कर।
#कमल_खिलेगा_जोरों_से
#GoaElections2022 
#UttarakhandElections2022 
#UttarPradeshElections https://t.co/Kn9td5XaKu",0,4
18340,"अल्मोड़ा से पीएम मोदी की हुंकार Live
''सीमा से सटे गांव पर पूरा ध्यान, यहां का नौजवान मातृभूमि की रक्षा के लिए अपनी जान लगा देता है''
@BJP4UK #UttarakhandElections2022 @narendramodi @pushkardhami  
YT Live : https://t.co/U5almnoVoJ
FB Live https://t.co/UBhHfdn8RX https://t.co/DEu1Wf7VBN",0,4
18341,"#OpinionPollOnABP | उत्तराखंड में कांटे की टक्कर 

@awasthis | @ShobhnaYadava 

LIVE देखें - https://t.co/XIbwqDHYTB

#BreakingNews #UttarakhandElections2022 #KBM2022 https://t.co/rTHh6NRoyI",0,4
18342,"यह गाना जितने मिनट का है उतनी सीटें भी #AAP की नहीं आ रही है, लेकिन कॉन्फिडेंस...🤣🤣
#UttarakhandElections2022 https://t.co/TiQFB7PpWE",0,4
18343,"#UttarakhandElections2022 | #चमोली में जो जीता वही सिकंदर, जानिए क्या कहते है यहां के आंकड़े 

#Uttarakhand #Chamoli #14thFebruary #10thMarch

https://t.co/dWmaGnoLZf",0,4
18344,"अगले साल होने वाले #AssemblyElections पर एक नज़र...

#UPElections2022 #GujaratElections2022 #HPElections2022 #PunjabElections2022 #ManipurElections2022 #GoaElections2022 #UttarakhandElections2022 https://t.co/h8XQY2Tgo5",0,4
18345,"Breaking : उत्तराखंड में विधानसभा चुनाव के बाद बीजेपी में शुरू हुई गुटबाजी 

#UttarakhandElections2022  #NewsIndia24x7 
@pushkardhami @BJP4India @BJP4Punjab https://t.co/Qj3FOdwjq2",0,4
18346,"सुबह 11 बजे तक हरिद्वार जनपद में मतदान 23 % हुआ।
@ECISVEEP @UttarakhandCEO #VoteDegaUttarakhand #UttarakhandElections2022",0,4
18349,"केंद्रीय कैबिनेट मंत्री नितिन गडकरी ने देहरादून में उत्तराखंड बीजेपी का घोषणा पत्र जारी करते हुए कहा कि पार्टी ने प्रदेश के हर वर्ग को ध्यान में रखते हुए यह पत्र जारी किया है. वहीं, इससे उत्तराखंड का विकास निश्चित है. #BJPMenifesto #UttarakhandElections2022 #उत्तराखंड https://t.co/t9Q5UJRPkd",0,4
18351,"Uttarakhand Election 2022 के लिए चुनाव प्रचार का आज आखिरी दिन, सभी सियासी दलों के स्टार प्रचारक भरेंगे हुंकार
https://t.co/tGGgUleWnU #UttarakhandElections2022 #Election2022 @narendramodi @priyankagandhi @msisodia",0,4
18352,"LIVE | #VijayTilak | देहरादून में 1 कमरे में 5-6 छात्र रहते है : कोठियाल

यहां देखें Live : https://t.co/qq6xj9sikX
#UttarakhandElections2022 
@ArvindKejriwal @ColAjayKothiyal @AjitSinghRathi @ParasharPrachi @BafilaDeepa @SavalRohit https://t.co/tMSUkbg5y5",0,4
18353,"#AssemblyElection2022 : उप्र में 62 व उत्तराखंड में 65 प्रतिशत से अधिक मतदान, गोवा में जमकर बरसे वोट
#UPElection2022 #UttarakhandElections2022 
https://t.co/BOfTijA0aX",0,4
18354,@BittuTuFanii #UttarakhandElections2022 #Uttarakhand  वालों थोड़ा बहुत दिमाग लगा लेना।,0,4
18355,"अल्मोड़ा से पीएम नरेंद्र मोदी #Live 

गरीबों को आज घर मिल रहा है   - @narendramodi

#UttarakhandElections2022 | #Almora | #PMModi |  #ZeeSalaamTweet | https://t.co/GhFgD0lyKo",0,4
18356,"उत्तराखंड काँग्रेस के नेता किशोर उपाध्याय आज बीजेपी जॉइन करेंगे,किशोर उपाध्याय को काँग्रेस ने 6 सालों के लिए निष्काषित कर दिया है.
#UttarakhandElections2022",0,4
18357,"उत्तराखंड चुनाव: फोन पर 1 क्लिक में दिखेगा रिजल्ट, इन 4 बातों का रखें ध्यान
#UttarakhandElections2022 #ElectionResults 

https://t.co/O2EMRR8YGh",0,4
18358,"टोपी पहनाने आ गए.... 
#UttarakhandElections2022 https://t.co/pRgDolPBnj",0,4
18359,"Election 2022: घनसाली की जनता क्यों है सरकार से परेशान?

देखें पूरी खबर- https://t.co/sI90qmRLkV

#Uttarakhand #UttarakhandElections2022 https://t.co/nKGtWQqplE",0,4
18360,"हरिद्वार में कल की प्रेस कॉंफ़्रेंस की रिपोर्ट की कतरनें।
#UttarakhandElections2022 https://t.co/fMWzgfu4X1",0,4
18361,"महिला कांग्रेस ने एक बार फिर पार्टी की मुश्किलें बढ़ा दी हैं, टिकट के फॉर्मूले पर उत्तराखंड कांग्रेस में क्या है सियासी हलचल, समझिए 

#Uttarakhand | #Congress | #UttarakhandElections2022 

https://t.co/E9GG9GAQj4",0,4
18362,"#लोकतंत्र में अपने मत का प्रयोग करने का समय आ गया है 18 वर्ष  व उससे अधिक उम्र के सभी नागरिक आज अधिक से अधिक संख्या में अपने नजदीकी मतदान केन्द्र में पहुँच कर अपने अमूल्य #एक_मत का प्रयोग अवश्य करें ।

#UttarakhandElections2022",0,4
18364,"उत्तर प्रदेश विधानसभा चुनाव में 1 बजे तक 36% वोटिंग हुई है।
#UttarakhandElections2022 
#UttarPradesh",0,4
