index,text,label
50416,तत् त्वमादाय युध्वस्व प्रेक्षकास्ते वयं स्थिताः। स्वयमिष्टं च ते कामं वीर भूयो ददाम्यहम्॥ हत्वैकं भवतो राज्यं हतो वा स्वर्गमाप्नुहि।,3
50418,गदां परामृशद् धीमान् धार्तराष्ट्रो महाबलः। गदाहस्तं तु तं दृष्ट्वा सशृङ्गमिव पर्वतम्॥ प्रजानामिव संक्रुद्धं शूलपाणिमिव स्थितम्। सगदो भारतो भाति प्रतपन् भास्करो यथा॥ तमुत्तीर्णं महाबाहुं गदाहस्तमरिंदमम्। मेनिरे सर्वभूतानि दण्डपाणिमिवान्तकम्॥,3
50420,दुर्योधन उवाच एकैकेन च मां यूयमासीद् युधिष्ठिर। न ह्येको बहुभिाय्यो वीरो योधयितुं युधि॥ न्यस्तवर्मा विशेषेण श्रान्तश्चाप्सु परिप्लुतः। भृशं विक्षतगात्रश्च हतवाहनसैनिकः॥,3
50422,संनद्धः सगदो राजन् सज्जः संग्राममूर्धनि। अब्रवीत् पाण्डवान् सर्वान् पुत्रो दुर्योधनस्तव॥ भ्रातृणां भवतामेको युध्यतां गदया मया। सहदेवेन वा योत्स्ये भीमेन नकुलेन वा॥ अथवा फाल्गुनेनाद्य त्वया वा भरतर्षभ। योत्स्येऽहं संगरं प्राप्य विजेष्ये च रणाजिरे॥,3
50423,न मे समर्थाः सर्वे वै योद्धं न्यायेन केचना न युक्तमात्मना वक्तुमेवं गर्वोद्धतं वचः। अथवा सफलं ह्येतत् करिष्ये भवतां पुरः॥,3
50424,अस्मिन् मुहूर्ते सत्यं वा मिथ्या वैतद् भविष्यति। गृह्णातु च गदां यो वै योत्स्यतेऽद्य मया सह॥,3
50426,न समर्थानहं मन्ये गदाहस्तस्य संयुगे। एतेन हि कृता योग्या वर्षाणीह त्रयोदश॥ आयसे पुरुषे राजन् भीमसेनजिघांसया।,3
50427,गदाहस्तं विजेतुं वै शक्तः स्यादमरोऽपि हि॥ न त्वं भीमो न नकुलः सहदेवोऽथ फाल्गुनः। जेतुं न्यायेन शक्तोः वै कृती राजा सुयोधनः॥,3
50428,स कथं वदसे शत्रु युध्यस्व गदयेति हि। एकं च नो निहत्याजौ भव राजेति भारत॥,3
50431,ततो भीमबलो भीमो युधिष्ठिरमथाब्रवीत्। संजयैः सह तिष्ठन्तं तपन्तमिव भास्करम्॥ अहमेतेन संगम्य संयुगे योद्धमुत्सहे। न हि शक्तो रणे जेतुं मामेष पुरुषाधमः॥,3
50432,न सम्भ्रमो न च भयं न च ग्लानिन च व्यथा। आसीद् दुर्योधनस्यापि स्थितः सिंह इवाहवे॥,3
50433,समुद्यतगदं दृष्ट्वा कैलासमिव शृङ्गिणम्। भीमसेनस्तदा राजन् दुर्योधनमथाब्रवीत्॥ राज्ञापि धृतराष्ट्रेण त्वया चास्मासु यत् कृतम्। स्मर तद् दृष्कृतं कर्म यद् भूतं वारणावते॥,3
50435,अब्रवीच तदा रामो दृष्ट्वा कृष्णं सपाण्डवम्। दुर्योधनं च कौरव्यं गदापाणिमवस्थितम्॥ चत्वारिंशदहान्यद्य द्वे च मे निःसृतस्य वै। पुष्येण सम्प्रयातोऽस्मि श्रवणे पुनरागतः॥ शिष्ययोर्वै गदायुद्ध द्रष्टकामोऽस्मि माधव।,3
50437,प्रत्यभ्यर्च्य हली सर्वान् क्षत्रियांश्च महात्मनः॥ कृत्वा कुशलसंयुक्तां संविदं च यथावयः। जनार्दनं सात्यकिं च प्रेम्णा स परिषस्वजे॥ मूर्ध्नि चैतावुपानाया कुशलं पर्यपृच्छत।,3
50438,वैशम्पायन उवाच उपप्लव्ये निविष्टेषु पाण्डवेषु महात्मसु। प्रेषितो धृतराष्ट्रस्य समीपं मधुसूदनः॥ शमं प्रति महाबाहो हितार्थं सर्वदेहिनाम्।,3
50440,ऋत्विजश्चानयध्वं वै शतशश्च द्विजर्षभान्। एवं संदिश्य तु प्रेष्यान् बलदेवो महाबलः॥ तीर्थयात्रां ययौ राजन् कुरूणां वैशसे तदा। सरस्वती प्रतिस्रोतः समन्तादभिजग्मिवान्॥ ऋत्विग्भिश्च सुहृद्धिश्च तथान्यैर्द्विजसत्तमैः। स्थैर्गजैस्तताश्चैश्च प्रेष्यैश्च भरतर्षभ॥,3
50441,देशे देशे तु देयानि दानानि विविधानि च। अर्चायै चार्थिना राजन् क्लृप्तानि बहुशस्तथा।२४॥ तानि यानीह देशेषु प्रतीक्षन्ति स्म भारत। बुभुक्षितानामर्थाय क्लृप्तमन्नं समन्ततः॥,3
50442,यो यो यत्र द्विजो भोज्यं भोक्तुं कामयते तदा। तस्य तस्य तु तत्रैवमुपजह्वस्तदा नृप॥ तत्र तत्र स्थिता राजन् रौहिणेयस्य शासनात्। भक्ष्यपेयस्य कुर्वन्ति राशींस्तत्र समन्ततः॥,3
50443,वासांसि च महार्हाणि पर्यङ्कास्तरणानि च। पूजार्थं तत्र क्लृप्तानि विप्राणं सुखमिच्छताम्॥ यत्र यः स्वपते विप्रो यो वा जागर्ति भारत। तत्र तत्र तु तस्यैव सर्वं क्लृप्तमदृश्यत॥ यथासुखं जन: सर्वो याति तिष्ठति वै तदा। यातुकामस्य यानानि पानानि तृषितस्य च॥ बुभुक्षितस्य चान्नानि स्वादूनि भरतर्षभ। उपज रास्तत्र वस्त्राण्याभरणानि च।॥,3
50444,ददौ द्विजेभ्यः क्रतुदक्षिणाश्च यदुप्रवीरो हलभृत् प्रतीतः॥ ततो महात्मा नियमे स्थितात्मा पुण्येषु तीर्थेषु वसूनि राजन्।,3
50445,वैशम्पायन उवाच तीर्थानां च फलं राजन् गुणोत्पत्तिं च सर्वशः। मयोच्यमानं वै पुण्यं शृणु राजेन्द्र कृत्स्नशः॥,3
50447,जनमेजय उवाच कथं तु भगवान् सोमो यक्ष्मणा समगृह्यत। कथं च तीर्थप्रवरे तस्मिंश्चन्द्रो न्यमन्जत॥ कथमाप्लुत्य तस्मिंस्तु पुनराप्यायितः शशी। एतन्मे सर्वमाचक्ष्व विस्तरेण महामुने॥,3
50451,स यक्ष्मणाभिभूतासमाक्षीयताहरहः शशी॥ यत्नं चाप्यकरोद् राजन् मोक्षार्थं तस्य यक्ष्मणः। इष्टवेभिर्महाराज विविधाभिर्निशाकरः॥ न चामुच्यत शापाद् वै क्षयं चैवाभ्यगच्छत्।,3
50452,ततो देवाः समागम्य सोममूचुर्महीपते॥ किमिदं भवतो रूपमीदृशं न प्रकाशते। कारणं ब्रूहि नः सर्वं येनेदं ते महद् भयम्॥,3
50453,श्रुत्वा तु वचनं त्वत्तो विधास्यामस्ततो वयम्। एवमुक्तः प्रत्युवाच सर्वांस्ताशशलक्षणः॥ शापस्य लक्षणं चैव यक्ष्माणं च तथाऽऽत्मनः। देवास्तथा वचः श्रुत्वा गत्वा दक्षमथाब्रुवन्॥,3
50454,ततः प्रजापतिः सर्वा विससर्जाथ देवताः। सोमं च भगवान् प्रीतो भूयो वचनमब्रवीत्॥ मावमंस्थाः स्त्रियः पुत्र मा च विप्रान् कदाचन। गच्छ युक्तः सदा भूत्वा कुरु वै शासनं मम॥,3
50458,कूपे कथं च हित्वैनं भ्रातुरौ जग्मुतुहान्। कथं च याजयामास पपौ सोमं त वै कथम्॥ एतदाचक्ष्व मे ब्रह्मश्रोतव्यं यदि मन्यसे।,3
50460,तयोर्बुद्धिः समभवत् त्रितं गृह्य परंतप॥ याज्यान् सर्वानुपादाय प्रतिगृह्य पशूस्ततः। सोमं पास्यामहे हृष्टाः प्राप्य यज्ञं महाफलम्॥ चक्रुश्चैवं तथा राजन् भ्रातरस्त्रय एव च।,3
50464,वर्तमाने महायज्ञे त्रितस्य सुमहात्मनः॥ आविग्नं त्रिदिवं सर्वं कारणं च न बुद्ध्यते। ततः सुतुमुलं शब्दं शुश्रावाथ बृहस्पतिः॥,3
50465,तत्राप्यमितविक्रान्तः स्पृष्ट्वा तोयं हलायुधः॥ दत्त्वा च विविधान् दायान् पूजयित्वा च वै द्विजान्। उदपानं च तं वीक्ष्य प्रशस्य च पुनः पुनः॥,3
50466,तत्र स्नात्वा च दत्त्वा च वसु विप्राय माधवः॥ श्रुत्वा गीतं च तद् दिव्यं वादित्राणां च निःस्वनम्।,3
50467,तत्र गर्गेण वृद्धेन तपसा भावितात्मना॥ कालज्ञानगतिश्चैव ज्योतिषां च व्यतिक्रमः। उत्पाता दारुणाश्चैव शुभाश्च जनमेजय॥ सरस्वत्या शुभे तीर्थे विदिता वै महात्मना।,3
50469,ते सर्वे ह्यशनं त्यक्त्वा फलं तस्य वनस्पतेः॥ व्रतैश्च नियमैश्चैव काले काले स्म भुञ्जते। प्राप्तैश्च नियमैस्तैस्तैर्विचरन्तः पृथक् पृथक्॥ अदृश्यमाना मनुजैर्व्यचरन् पुरुषर्षभ। एवं ख्यातो नरव्याघ्र लोकेऽस्मिन् स वनस्पतिः॥२४,3
50470,ततस्तथ सरस्वत्याः पावनं लोकविश्रुतम्। तस्मिंश्च यदुशार्दूलो दत्त्वा तीर्थे पयस्विनीः॥ ताम्रायसानि भाण्डानि वस्त्राणि विविधानि च। पूजयित्वा द्विजांश्चैव पूजितश्च तपोधनैः॥,3
50473,तत्रापि विधिवद् दत्त्वा विप्रेभ्यो रत्नसंचयान्॥ प्रायात् प्राची दिशं तत्र तत्र तीर्थान्यनेकशः। सहस्रशतसंख्यानि प्रथितानि पदे पदे॥,3
50475,ऋषयो बहवो राजंस्तत् सत्रमभिपेदिरे। उषित्वा च महाभागास्तस्मिन् सत्रे यथाविधि॥ निवृत्ते नैमिषेये वै सत्रे द्वादशवार्षिके। आजग्मुर्ऋषयस्तत्र बहवस्तीर्थकारणात्॥,3
50476,वालखिल्या महाराज अश्मकुट्टाश्च तापसाः। दन्तोलूखलिनश्चान्ये प्रसंख्यानास्तथा परे॥ वायुभक्षा जलाहाराः पर्णभक्षाश्च तापसाः। नानानियमयुक्ताश्च तथा स्थण्डिलशायिनः॥ आसन् वै मुनयस्तत्र सरस्वत्याः समीपतः। शोभयन्तः सरिच्छेष्ठां गङ्गामिव दिवौकसः॥,3
50477,ततो निवृत्य राजेन्द्र तेषामर्थे सरस्वती। भूयः प्रतीच्यभिमुखी प्रसुस्राव सरिद्वरा॥ अमोघा गमनं कृत्वा तेषां भूयो व्रजाम्यहम्। इत्युद्भुतं महचक्रे तदा राजन् महानदी॥,3
50478,एवं स कुञ्जो राजन् वै नैमिषीय इति स्मृतः। कुरुश्रेष्ठ कुरुक्षेत्रे कुरुष्व महतीं क्रियाम्॥ तत्र कुञ्जान् बहून दृष्ट्वा निवृत्तां च सरस्वतीम्। बभूव विस्मयस्तत्र रामस्याथ महात्मनः॥,3
50479,उपस्पृश्य तु तत्रापि विधिवद् यदुनन्दनः। दत्त्वा दायान् द्विजातिभ्यो भाण्डानि विविधानि च॥५९ भक्ष्यं भोज्यं च विविधं ब्राह्मणेभ्यः प्रदाय च। ततः प्रायाद् बलो राजन् पूज्यमानो द्विजातिभिः॥ सरस्वतीतीर्थवरं नानाद्विजगणायुतम्। बलरेङगुदकाश्मर्यप्लक्षाश्वत्थबिभीतकैः॥ कङ्कोलैश्च पलाशैश्च करीरैः पीलुभिस्तथा। सरस्वतीतीर्थरुहैस्तरुभिर्विविधैस्तथा॥,3
50480,तत्र चैव महाराज दीक्षिते प्रपितामहे। यजतस्तस्य सत्रेण सर्वकामसमृद्धिना॥ मनसा चिन्तिता ह्या धर्मार्थकुशलैस्तदा। उपतिष्ठन्ति राजेन्द्र द्विजातींस्तत्र तत्र ह॥,3
50481,वर्तमाने तथा यज्ञे पुष्करस्थे पितामहे। अब्रुवन्नृषयो राजन्नायं यज्ञो महागुणः॥ न दृश्यते सरिच्छेष्टा यस्मादिह सरस्वती। तच्छुत्वा भगवान् प्रीतः सस्माराथ सरस्वतीम्॥,3
50482,सा तु ध्याता महाराज ऋषिभिः सत्रयाजिभिः। समागतानां राजेन्द्र साहाय्यार्थं महात्मनाम्॥ आजगाम महाभाग तत्र पुण्या सरस्वती। नैमिषे काञ्चनाक्षी तु मुनीनां सत्रयाजिनाम्॥,3
50483,आगता सरितां श्रेष्ठा तत्र भारत पूजिता। गयस्य यजमानस्य गयेष्वेव महाक्रतुम्॥ आहूता सरितां श्रेष्ठा गययज्ञे सरस्वती। विशालां तु गयस्यहुर्ऋषयः संशितव्रताः॥,3
50484,शृणु मङ्कणकस्यापि कौमारब्रह्मचारिणः॥ आपगामवगाढस्य राजन् प्रक्रीडितं महत्। दृष्ट्वा यदृच्छया यत्र स्त्रियमम्भसि भारत॥ जायन्तीं रुचिरापाङ्गी दिग्वाससमनिन्दिताम्। सरस्वत्यां महाराज चस्कन्दे वीर्यमम्भसि॥,3
50485,तद् रेत: स तु जग्राह कलशे वै महातपाः। सप्तधा प्रविभागं तु कलशस्थं जगाम ह॥,3
50486,तत्रर्षयः सप्त जाता जज्ञिरे मरुतां गणाः। वायुवेगो वायुबलो वायुहा वायुमण्डलः॥ वायुज्वालो वायुरेता वायुचक्राश्च वीर्यवान्। एवमेते समुत्पन्ना मरुतां जनयिष्णवः॥,3
50487,प्रनृत्तमुभयं वीर तेजसा तस्य मोहितम्। ब्रह्मादिभिः सुरै राजऋषिभिश्च तपोधनैः॥ विज्ञप्तो वै महादेव ऋषेरर्थे नराधिप। नायं नृत्येद् यथा देव तथा त्वं कर्तुमर्हसि॥,3
50488,भो भो ब्राह्मण धर्मज्ञ किमर्थं नृत्यते भवान्। हर्षस्थानं किमर्थं च तवेदमधिकं मुने॥ तपस्विनो धर्मपथे स्थितस्य द्विजसत्तम।,3
50490,ततो भस्म क्षताद् राजन् निर्गतं हिमसन्निभम्॥ तद् दृष्ट्वा वीडितो राजन् स मुनिः पादयोर्गतः। मेने देवं महादेवमिदं चोवाच विस्मितः॥,3
50491,त्वामुपासन्त वरदं देवा ब्रह्मादयोऽनघ। सर्वस्त्वमसि देवानां कर्ता कारयिता च ह॥ त्वत्प्रसादात् सुराः सर्वे मोदन्तीहाकुतोभयाः।,3
50492,ततः प्रसादयामि त्वां तपो मे न क्षरेदिति॥ ततो देवः प्रीतमनास्तमृषि पुनरब्रवीत्। तपस्ते वर्धतां विप्र मत्प्रसादात् सहस्रधा॥ आश्रमे चेह वत्स्यामि त्वया सार्धमहं सदा।,3
50494,दत्त्वा दानं द्विजातिभ्यो रजनी तामुपोष्य च। पूजितो मुनिसद्धैश्च प्रातरुत्थाय लागली॥ अनुज्ञाप्य मुनीन् सर्वान् स्पृष्ट्वा तोयं च भारत। प्रययौ त्वरितो रामस्तीर्थहेतोर्महावलः॥,3
50498,कथयामास तत् सर्वमृषीणां भावितात्मनाम्। आप्लुत्य सर्वतीर्थेषु न च मोक्षमवाप्तवान्॥ स तु शुश्राव विप्रेन्द्र मुनीनां वचनं महत्। सरस्वत्यास्तीर्थवरं ख्यातमौशनसं तदा॥ सर्वपापप्रशमनं सिद्धिक्षेत्रमनुत्तमम्। स तु गत्वा ततस्तत्र तीर्थमौशनसं द्विजः॥,3
50499,स तैः पुत्रैस्तदा धीमानानीतो वै सरस्वतीम्। पुण्यां तीर्थशतोपेतां विप्रसङ्घनिषेविताम्॥ स तत्र विधिना राजन्नाप्लुत्य सुमहातपाः। सुप्रीतः पुरुषव्याघ्र सर्वान् पुत्रानुपासतः। सरस्वत्युत्तरे तीरे यस्त्यजेदात्मनस्तनुम्॥ पृथूदके जप्यपरो नैनं श्वोमरणं तपेत्। तत्राप्लुत्य स धर्मात्मा उपस्पृश्य हलायुधः॥,3
50500,सिन्धुद्वीपश्च राजर्षिर्देवापिश्च महातपाः। ब्राह्मण्यं लब्धवान् यत्र विश्वामित्रस्तथा मुनिः॥ महातपस्वी भगवानुग्रतेजा महायशाः। तत्राजगाम बलवान् बलभद्रः प्रतापवान्॥,3
50502,इत्युक्त्वा तु ततो गाधिर्विश्वामित्रं निवेश्य च। जगाम त्रिदिवं राजनं विश्वामित्रोऽभवन्नृपः॥ न स शक्नोति पृथिवीं यत्नवानपि रक्षितुम्।,3
50503,अथ वस्त्राण्यलङ्कारं भक्ष्यं पेयं च शोभनम्॥ अददन्मुदितो राजन् पूजयित्वा द्विजोत्तमान्। तस्मिंस्तीर्थवरे रामः प्रदाय विविधं वसु॥,3
50504,पयस्विनीस्तथा धेनूर्यानानि शयनानि च। ययौ राजंस्ततो रामो बकस्याश्रममन्तिकात्। यत्र तेपे तपस्तीव्र दाल्भ्यो बक इति श्रुतिः॥,3
50505,वैशम्पायन उवाच ब्रह्मयोनेरवाकीर्णं जगाम यदुनन्दनः। यत्र दाल्भ्यो बको राजन्नाश्रमस्थो महातपाः॥ जुहाव धृतराष्ट्रस्य राष्टं वैचित्रवीर्यणः। तपसा घोररूपेण कर्षयन् देहमात्मनः॥,3
50506,क्रोधेन महताऽऽविष्टो धर्मात्मा वै प्रतापवान्। पुरा हि नैमिषीयाणां सत्रे द्वादशवार्षिके॥ वृत्ते विश्वाजितोऽन्ते वै पञ्चालानृषयोऽगमन्।,3
50508,स तूत्कृत्य मृतानां वै मांसानि मुनिसत्तमः॥ जुहाव धृतराष्ट्रस्य राष्ट्र अवाकीर्णे सरस्वत्यास्तीर्थे प्रज्वाल्य पावकम्॥ बको दाल्भ्यो महाराज नियम परमं स्थितः। स तैरेव जुहावास्य राष्ट्रं मांसैर्महातपाः॥,3
50510,यदा स पार्थिवः खिन्नस्ते च विप्रास्तदानघ॥ यदा चापि न शक्नोति राष्ट्रं मोक्षयितुं नृप। अथ वै प्राश्निकांस्तत्र पप्रच्छ जनमेजय॥ ततो वै प्राश्निकाः प्राहुः पशोर्विप्रकृतस्त्वया।,3
50513,पुनस्तत्र च राज्ञस्तु ययातेर्यजतः प्रभोः। औदार्यं परमं कृत्वा भक्तिं चात्मनि शाश्वतीम्॥ ददौ कामान् ब्राह्मणेभ्यो यान् यान् यो मनसेच्छति।,3
50514,यो यत्र स्थित एवेह आहूतो यज्ञसंस्तरे॥ तस्य तस्य सरिच्छेष्टा गृहादिशयनादिकम्। षड्रसं भोजनं चैव दानं नानाविधं तथा॥,3
50515,कथमस्याभवद् वैरं कारणं किं च तत् प्रभो। शंस पृष्टो महाप्राज्ञ न हि तृष्यामि कथ्यति॥,3
50516,तस्य बुद्धिरियं ह्यासीद् धर्मनित्यस्य भारत। इयं सरस्वती तूर्णं मत्समीपं तपोधनम्॥ आनयिष्यति वेगेन वसिष्ठं तपतां वरम्। इहागतं द्विजश्रेष्ठं हनिष्यामि न संशयः॥,3
50520,तेन कूलापहारेण मैत्रावरुणिरौह्यत। उह्यमानः स तुष्टाव तदा राजन् सरस्वतीम्॥ पितामहस्य सरसः प्रवृत्ताऽसि सरस्वति। व्याप्तं चेदं जगत् सर्वं तवैवाम्भोभिरुत्तमैः॥,3
50521,पुष्टिषुतिस्तथा कीर्तिः सिद्धिबुद्धिरुमा तथा। त्वमेव वाणी स्वाहा त्वं तवायत्तमिदं जगत्॥ त्वमेव सर्वभूतेषु वससीह चतुर्विधा।,3
50522,एवं सरस्वती राजन् स्तूयमाना महर्षिणा॥ वेगेनोवाह तं विप्रं विश्वामित्राश्रमं प्रति। न्यवेदयत चाभीक्ष्णं विश्वामित्राय तं मुनिम्॥,3
50523,तं तु क्रुद्धमभिप्रेक्ष्य ब्रह्मवध्याभयानदी। अपोवाह वसिष्ठं तु प्राची दिशमतन्द्रिता॥ उभयोः कुर्वती वाक्यं वञ्चयित्वा च गाधिजम्।,3
50525,ते तु सर्वे महाभागाः समागम्य महाव्रताः। आहूय सरितां श्रेष्ठामिदं वचनमब्रुवन्॥ कारणं ब्रूहि कल्याणि किमर्थं ते हृदो ह्ययम्। एवमाकुलतां यातः श्रुत्वा ध्यास्यामहे वयम्॥,3
50526,ते सर्वे ब्राह्मणा राजस्तपोभिर्नियमैस्तथा। उपवासैश्च विविधैर्यमैः कष्टव्रतैस्तथा॥ आराध्य पशुभर्तारं महादेवं जगत्पतिम्। तां देवीं मोक्षयामासुः सरिच्छ्रेष्ठां सरस्वतीम्॥ तेषां तु सा प्रभावेण प्रकृतिस्था सरस्वती। प्रसन्नसलिला जज्ञे यथापूर्वं तथैव हि॥ निर्मुक्ता च सरिच्छ्रेष्ठा विबभौ सा यथा पुरा।,3
50527,कृत्वाञ्जलिं ततो राजन् राक्षसाः क्षुधयाऽर्दिताः॥ ऊचुस्तान् वै मुनीन् सर्वान् कृपायुक्तान् पुनः पुनः। वयं च क्षुधिताश्चैव धर्माद्धीनाश्च शाश्वतात्॥ न च नः कामकारोऽयं यद् वयं पापकारिणः।,3
50528,युष्माकं चाप्रसादेन दुष्कृतेन च कर्मणा॥ यत् पापं वर्धतेऽस्माकं ततः स्मो ब्रह्मराक्षसाः। योषितां चैव पापेन योनिदोषकृतेन च॥ एवं हि वैश्यशूद्राणां क्षत्रियाणां तथैव च। ये ब्राह्मणान् प्रद्विषन्ति ते भवन्तीह राक्षसाः॥ आचार्यमृत्विजं चैव गुरुं वृद्धजनं तथा। प्राणिनो येऽवमन्यन्ते ते भवन्तीह राक्षसाः॥,3
50529,तेषां वचनं श्रुत्वा तुष्टुवुस्तां महानदीम्। मोक्षार्थं रक्षसां तेषामूचुः प्रयतमानसाः॥ क्षुतं कीटावपन्नं च यचोच्छिष्टाचितं भवेत्। सुकेशमवधूतं च रुदितोपहतं च यत्॥,3
50531,नमुचिर्वासवाद् भीत: सूर्यरश्मि समाविशत्॥ तेनेन्द्रः सख्यमकरोत् समयं चेदमब्रवीत्। न चाद्रेण न शुष्केण न रात्रौ नापि चाहनि॥ वधिष्याप्यसुरश्रेष्ठ सखे सत्येन ते शपे।,3
50532,इत्युक्तः स सरस्वत्याः कुञ्जे वै जनमेजय॥ इष्ट्वा यथावद् बलभिदरुणायामुपस्पृशत्। स मुक्तः पाप्मना तेन ब्रह्मवध्याकृतेन च॥ जगाम संहृष्टमनास्त्रिदिवं त्रिदशेश्वरः।,3
50534,यत्रायजद् राजसूयेन सोमः साक्षात् पुरा विधिवत् पार्थिवेन्द्रः। अत्रिीमान् विप्रमुख्यो बभूव होता यस्मिन् ऋतुमुख्ये महात्मा॥ यस्यान्तेऽभूत् सुमहद् दानवानां दैतेयानां राक्षसानां च देवैः। यस्मिन् युद्धं तारकाख्यं सुतीव्र यत्र स्कन्दस्तारकाख्यं जघान॥,3
50535,सैनापत्यं लब्धवान् देवतानां महासेनो यत्र दैत्यान्तकर्ता। साक्षाचैव न्यवसत् कार्तिकेयः सदा कुमारो यत्र स प्लक्षराजः॥,3
50536,यस्मिन् देशे च काले च यथा च वदतां वर। यैश्चाभिषिक्तो भगवान् विधिना येन च प्रभुः॥ स्कन्दो यथा च दैत्यानामकरोत् कदनं महत्। तथा मे सर्वामाचक्ष्व परं कौतूहलं हि मे॥,3
50537,क्रौञ्चपारावतनिभैर्वदनै राङ्कवैरपि।॥ श्वाविच्छल्यकगोधानामजैडकगवां तथा। सदृशानि वपूंष्यन्ये तत्र यत्र व्यधारयन्॥ केचिच्छैलाम्बुदप्रख्याश्चक्रोद्यतगदायुधाः। केचिदञ्जनपुञ्जाभाः केचिच्छ्वेताचलप्रभाः॥ सप्त मातृगणाश्चैव समाजग्मुर्विशाम्पते।,3
50538,साध्या विश्वेऽथ मरुतो वसवः पितरस्तथा॥ रुद्रादित्यास्तथा सिद्धा भुजगाः दानवाः खगाः। ब्रह्मा स्वयम्भूभगवान् सपुत्रः सह विष्णुना॥ शक्रस्तथाभ्ययाद् द्रष्टुं कुमारवरमच्युतम्।,3
50539,नारदप्रमुखाश्चापि देवगन्धर्वसत्तमाः॥ देवर्षयश्च सिद्धाश्च बृहस्पतिपुरोगमाः। पितरो जगतः श्रेष्ठा देवानामपि देवताः॥ तेऽपि तत्र समाजग्मुर्यामा धामाश्च सर्वशः।,3
50540,तमाव्रजन्तमालक्ष्य शिवस्यासीन्मनोगतम्॥ युगपच्छैलपुत्र्याश्च गङ्गायाः पावकस्य च। कं नु पूर्वमयं बालो गौरवादभ्युपैष्यति॥ अपि मामिति सर्वेषां तेषामासीन्मनोगतम्।,3
50541,विशाखस्तु ययौ येन देवी गिरीवरात्मजा॥ शाखो ययौ स भगवान् वायुमूर्तिर्विभावसुं। नैगमेयोऽगमद् गङ्गां कुमारः पावकप्रभः॥,3
50542,प्रणिपत्य ततस्ते तु विधिवद् राजपुङ्गवा उदमूचुर्वचो राजन् कार्तिकेयप्रियेप्सया॥ अस्य बालस्य भगवन्नाधिपत्यं यथेप्सितम्। अस्मात्प्रियार्थं देवेश सदृशं दातुमर्हसि॥,3
50543,ऐश्वर्याणि च सर्वाणि देवगन्धर्वरक्षसाम्। भूतयक्षविहङ्गानां पन्नगानां च सर्वशः॥ पूर्वमेवादिदेशासौ निकायेषु महात्मनाम्। समर्थं च तमैश्वर्ये महामतिरमन्यत॥,3
50544,इन्द्राविष्णू महावी? सूर्याचन्द्रमसौ तथा। धाता चैव विधाता च तथा चैवानिलानलौ॥ पूष्णा भगेनार्यम्णा च अंशेन च विवस्वता। रुद्रश्च सहितो धीमान् मित्रेण वरुणेन च॥ रुद्रैर्वसुभिरादित्यैरश्विभ्यां च वृतः प्रभुः। विश्वेदेवैर्मरुद्भिश्च साध्यैश्च पितृभिः सह॥ गन्धवैरप्सरोभिश्च यक्षराक्षसपन्नगैः। देवर्षिभिरसंख्यातैस्तथा ब्रह्मर्षिभिस्तथा।॥ वैखानसैर्वालखिल्यैर्वाय्वारैर्मरीचिपैः। भृगुभिश्चाङ्गिरोभिश्च यतिभिश्च महात्मभिः॥ सपैर्विद्याधरैः पुण्यैर्योगसिद्धस्तथा वृतः। पितामहः पुलस्त्यश्च पुलहश्च महातपाः॥ अङ्गिराः कश्यपोऽपिश्च मरीचि गुरेव च। ऋतुर्हरः प्रचेताश्च मनुर्दक्षस्तथैव च॥ ऋतवश्च ग्रहाश्चैव ज्योतिषिं च विशाम्पते। मूर्तिमत्यश्च सरितो वेदाश्चैव सनातनाः॥ समुद्राश्च ह्रदाश्चैव तीर्थानि विविधानि च। पृथिवी द्यौर्दिशश्चैव पादपाश्च जनाधिप॥ अदितिर्देवमाता च ह्रीः श्रीः स्वाहा सरस्वती। उमा शची सिनीवाली तथा चानुमतिः कुहूः॥ राका च धिषणा चैव पन्यश्चान्या दिवौकसाम्। हिमवांश्चैव विन्ध्यश्च मेस्श्चानेकशृङ्गवान्॥ ऐरावतः सानुचरः कलाः काष्ठास्तथैव च। मासार्धमासा ऋतवस्तथा रात्र्यहनी नृप।॥ उच्चैःश्रवा हयश्रेष्ठो नागराजश्च वासुकिः। अरुणो गरुडश्चैव वृक्षाश्चौषधिभिः सह॥ धर्मश्च भगवान् देवः समाजग्मुर्हि सङ्गताः। कालो यमश्च मृत्युश्च यमस्यानुचराश्च ये॥,3
50545,दिव्यसम्भारसंयुक्तैः कलशैः काञ्चनैर्नृप। सरस्वतीभिः पुण्याभिर्दिव्यतोयाभिरेव तु॥ अभ्यषिञ्चन् कुमारं वै सम्प्रहृष्टा दिवौकसः। सेनापति महात्मानमसुराणां भयंकरम्॥,3
50546,कश्यपश्च महातेजा ये चान्ये लोककीर्तिताः। तस्मै ब्रह्मा ददौ प्रीतो बलिनो वातरंहसः॥ कामवीर्यधरान् सिद्धान् महापरिषदान् प्रभुः।,3
50547,ददौ स्कन्दाय राजेन्द्र सुरारिविनिबर्हणम्॥ स हि देवासुरे युद्धे दैत्यानां भीमकर्मणाम्। जघान दोभ्या॑ संक्रुद्धः प्रयुतानि चतुर्दश॥,3
50549,सुव्रतं सत्यसंघं च ददौ मित्रौ महात्मने। कुमाराय महात्मानौ तपोविद्याधरौ प्रभुः॥ सुदर्शनीयौ वरदौ त्रिषु लोकेषु विश्रुतौ।,3
